iter	MAE	RMSE
881	0.1234896575	0.2585035043
882	0.1234850031	0.2584652972
883	0.1234497372	0.2584279616
884	0.1234031205	0.2583584597
885	0.1233967284	0.2583396722
886	0.1233661216	0.2582543709
887	0.1233565164	0.2582128211
888	0.1232880351	0.2581323857
889	0.1232745627	0.2580899719
890	0.1232737729	0.2580672445
891	0.123273078	0.2580658869
892	0.1232709494	0.258062019
893	0.1232652876	0.2580438505
894	0.1232081504	0.2579523618
895	0.1231993995	0.2579251391
896	0.1231781055	0.2578622967
897	0.1230761323	0.2577981723
898	0.1230177174	0.2577356043
899	0.1230155039	0.2577258904
900	0.1230097089	0.2576874523
901	0.1229894291	0.2576314071
902	0.1229622311	0.2575371315
903	0.122912248	0.2574115054
904	0.1228340488	0.2573325003
905	0.1228334541	0.25733127
906	0.1228243337	0.2572927862
907	0.1228051694	0.2572850615
908	0.1227918996	0.2572457757
909	0.1227713084	0.2571832717
910	0.1227562244	0.257161079
911	0.1227203792	0.2570848241
912	0.1226748369	0.2569956545
913	0.12265082	0.2569068868
914	0.1225930597	0.2568350993
915	0.1225667119	0.2567997442
916	0.1225625501	0.2567639365
917	0.1225485562	0.2567186198
918	0.122491001	0.2566606478
919	0.1224866054	0.256636114
920	0.1224667945	0.256574714
921	0.1224088375	0.2564930882
922	0.1223694476	0.256452916
923	0.1223464702	0.2563860242
924	0.122308964	0.2562772905
925	0.1223085036	0.2562765467
926	0.1223008299	0.2562362057
927	0.122245009	0.2561767514
928	0.1222446579	0.2561760259
929	0.1221771096	0.2560977013
930	0.1221472291	0.2560405711
931	0.1221239713	0.2559826153
932	0.1221207038	0.2559473298
933	0.1220878176	0.2558703747
934	0.1220563373	0.2557894189
935	0.1220439601	0.255731479
936	0.1220413635	0.2556974097
937	0.1219788282	0.2555930722
938	0.1219785253	0.2555923682
939	0.1219730737	0.2555707064
940	0.1219470987	0.2555050392
941	0.1218920834	0.2554005978
942	0.1218694192	0.2553437742
943	0.1218690466	0.2553430503
944	0.1218673604	0.255339348
945	0.1218460822	0.2552865189
946	0.1217873556	0.2551862494
947	0.1217790061	0.2551481944
948	0.1217735612	0.2551359116
949	0.121748872	0.2550790087
950	0.1217255126	0.2549918854
951	0.1217250752	0.254991137
952	0.1217125088	0.2549326484
953	0.1216874655	0.2548412245
954	0.121657521	0.2547384178
955	0.1216349897	0.2546682753
956	0.1215904702	0.2545662915
957	0.1215271863	0.2544146905
958	0.1215016925	0.254337818
959	0.1214887627	0.2542994792
960	0.1214694668	0.2542423126
961	0.1214562569	0.2542032833
962	0.1214297178	0.2541472584
963	0.1214292877	0.2541465223
964	0.1213596796	0.2540596902
965	0.1213480265	0.2540229652
966	0.1213007322	0.253918243
967	0.1212849568	0.2538635431
968	0.1212574682	0.2537808236
969	0.1212121932	0.2537225203
970	0.1211667696	0.2536459752
971	0.1211447742	0.2535853929
972	0.1211137667	0.2535049638
973	0.1210974925	0.2534520636
974	0.1210811346	0.2534246551
975	0.1210552834	0.2533482959
976	0.1210473435	0.2533248206
977	0.1209970081	0.2532706458
978	0.1209777908	0.2532068347
979	0.1209701079	0.2531838981
980	0.1209519355	0.2531210195
981	0.1209514775	0.2531202868
982	0.1209457375	0.253089905
983	0.1209452982	0.2530891822
984	0.1209409555	0.2530583487
985	0.1209095177	0.2529718367
986	0.1208897892	0.2529206209
987	0.1208802919	0.2528800366
988	0.1208748465	0.2528526948
989	0.1208160351	0.2527103292
990	0.1207893987	0.252644108
991	0.1207666485	0.2525804357
992	0.1206971094	0.2524952219
993	0.1206885651	0.2524666938
994	0.1206882494	0.2524659763
995	0.1206543552	0.252406641
996	0.1206350842	0.2523409662
997	0.1206125296	0.2522505799
998	0.120551	0.2521865963
999	0.1205407195	0.2521505903
1000	0.1204918411	0.252060019
1001	0.1204914229	0.2520593508
1002	0.1204774113	0.252017894
1003	0.1204419641	0.2519264714
1004	0.1203761433	0.2518278162
1005	0.1203607888	0.2517715584
1006	0.1203469422	0.2517270423
1007	0.1203034321	0.2516609867
1008	0.1202957889	0.2516493002
1009	0.120282651	0.2516063902
1010	0.1202505828	0.2515340257
1011	0.1202501673	0.251533335
1012	0.1202318504	0.2514549963
1013	0.1202021626	0.2513969576
1014	0.1201333934	0.2512950575
1015	0.120080959	0.2512241516
1016	0.1200461697	0.2511467573
1017	0.1200271378	0.2510761588
1018	0.1199647928	0.2509952779
1019	0.1199447094	0.2509428737
1020	0.1199443166	0.250942143
1021	0.1199319408	0.2509067876
1022	0.119849087	0.2508570943
1023	0.1198086471	0.2507662681
1024	0.1197642787	0.2506667048
1025	0.1197612682	0.2506590115
1026	0.1197290266	0.2506111185
1027	0.1197066296	0.2505341825
1028	0.1196912812	0.2504867085
1029	0.1196492702	0.2504167076
1030	0.1196376164	0.2503818465
1031	0.1196371735	0.2503811289
1032	0.1196187682	0.2503399362
1033	0.1196172453	0.2503367579
1034	0.1196145846	0.2503299521
1035	0.1196015341	0.2503024602
1036	0.1195769248	0.2502414493
1037	0.1195720337	0.2502233055
1038	0.1195464504	0.2501477973
1039	0.1195438205	0.2501410954
1040	0.1195162071	0.2500896954
1041	0.1194742056	0.2500351879
1042	0.1194546543	0.2499795375
1043	0.1194367862	0.2499539697
1044	0.1194091692	0.2499178851
1045	0.1194088339	0.2499171028
1046	0.1193850154	0.2498460671
1047	0.1193403373	0.24979129
1048	0.1193254665	0.2497506305
1049	0.1193135909	0.2497128844
1050	0.1192839283	0.2496246065
1051	0.1192492746	0.2495489874
1052	0.1192459605	0.2495334495
1053	0.1192305144	0.249473136
1054	0.119198399	0.2493779049
1055	0.1191679197	0.2493098649
1056	0.1191431026	0.2492356298
1057	0.1191318881	0.2491962628
1058	0.1190991211	0.2491201622
1059	0.1190528486	0.2490691379
1060	0.1189977154	0.2489359735
1061	0.1189759191	0.2488834026
1062	0.1189619544	0.2488368434
1063	0.1189383112	0.2487632595
1064	0.118858637	0.2487051259
1065	0.1188504113	0.2486757168
1066	0.1188458957	0.2486691364
1067	0.1188236332	0.2486153969
1068	0.1188228538	0.2486123591
1069	0.118778848	0.2485682562
1070	0.118729818	0.2484902152
1071	0.1187102432	0.2484375926
1072	0.1187098256	0.2484369501
1073	0.1186796112	0.2483559815
1074	0.1186645807	0.248309555
1075	0.1186274398	0.2482398237
1076	0.1186245795	0.2482326609
1077	0.1186206142	0.2482263751
1078	0.1186104825	0.2481815387
1079	0.1186094709	0.2481804794
1080	0.1185890005	0.2480998472
1081	0.1185816631	0.2480788935
1082	0.1185667824	0.2480488197
1083	0.1184844051	0.2479879578
1084	0.1184449386	0.247917673
1085	0.1184283556	0.2478670868
1086	0.1184108393	0.2478116027
1087	0.1184103372	0.2478084464
1088	0.1183969148	0.2477780383
1089	0.1183496736	0.2477236085
1090	0.1183469071	0.2477154917
1091	0.1183359675	0.2476926696
1092	0.1183357392	0.2476921034
1093	0.1182982343	0.2476253525
1094	0.1182740159	0.2475803435
1095	0.1182517097	0.2475197503
1096	0.1182226833	0.2474127405
1097	0.1182066501	0.2473618195
1098	0.1182027932	0.2473526998
1099	0.1181973241	0.2473276138
1100	0.1181584032	0.2472655008
1101	0.1181420225	0.2472124126
1102	0.118141448	0.2472113063
1103	0.1181389124	0.2471997173
1104	0.1180967882	0.2471484755
1105	0.1180934292	0.2471400359
1106	0.1180914287	0.2471214476
1107	0.1180733772	0.2470628776
1108	0.1180578285	0.2470358681
1109	0.117993532	0.246940116
1110	0.1179929605	0.2469390297
1111	0.1179916339	0.2469160496
1112	0.1179698866	0.246861999
1113	0.1179403299	0.2467938254
1114	0.117936147	0.2467802603
1115	0.1178920849	0.2467260843
1116	0.1178746747	0.2466660437
1117	0.1178628818	0.2466431597
1118	0.1178458092	0.2465888435
1119	0.1178031381	0.2465493474
1120	0.1177944615	0.2465197276
1121	0.1177619805	0.2464557199
1122	0.1177348389	0.2464312522
1123	0.1176969102	0.2463662533
1124	0.1176966331	0.2463657439
1125	0.1176792798	0.2463048681
1126	0.1176427756	0.2462367128
1127	0.1176012686	0.2462082249
1128	0.1175995547	0.2461808786
1129	0.1175988788	0.2461799023
1130	0.1175681655	0.2461012394
1131	0.1175679161	0.2461007307
1132	0.1175653763	0.2460956387
1133	0.1175463061	0.2460331198
1134	0.1175448789	0.2460303264
1135	0.1175325707	0.2460053041
1136	0.1175320235	0.2460044554
1137	0.1175091266	0.2459521694
1138	0.1174914168	0.2459015772
1139	0.1174355758	0.2458374002
1140	0.1174142144	0.2457770539
1141	0.1174074454	0.2457573794
1142	0.1173935788	0.2457173597
1143	0.1173748173	0.2456489214
1144	0.1173720662	0.2456344955
1145	0.1173345529	0.2455496919
1146	0.1173333549	0.2455235908
1147	0.1173203423	0.2454738725
1148	0.1173188196	0.2454712557
1149	0.1172914584	0.2453702122
1150	0.1172899955	0.2453676746
1151	0.1172784978	0.2453439237
1152	0.1172646387	0.2452969183
1153	0.1172401246	0.2452581679
1154	0.117237942	0.2452519963
1155	0.1172353827	0.2452456383
1156	0.117196901	0.2451567384
1157	0.1171617535	0.2450625869
1158	0.1171415599	0.2450119354
1159	0.1170735967	0.2449020432
1160	0.1170652189	0.2448775035
1161	0.1170359116	0.2448341649
1162	0.1170181912	0.2447854672
1163	0.1169937154	0.2447115764
1164	0.1169921402	0.244709182
1165	0.1169918708	0.2447087112
1166	0.1169809968	0.2446848158
1167	0.1169628665	0.2446246351
1168	0.1169624469	0.2445994713
1169	0.1169619132	0.2445985183
1170	0.1169458214	0.244575125
1171	0.1169439274	0.2445692611
1172	0.1169209076	0.2444972294
1173	0.1169189824	0.2444925293
1174	0.1168715925	0.2444052126
1175	0.1168673698	0.2443816385
1176	0.1168420975	0.2443232505
1177	0.1168182862	0.244285913
1178	0.1168145397	0.2442722769
1179	0.1167735306	0.2441919649
1180	0.1167576575	0.2441378014
1181	0.1167503296	0.2441033415
1182	0.1167368198	0.2440561033
1183	0.1167271949	0.2440257596
1184	0.1166799248	0.243954025
1185	0.1166797171	0.2439535728
1186	0.1166612604	0.2439125634
1187	0.1166454478	0.2438777681
1188	0.1166258045	0.2438333403
1189	0.1166255659	0.2438328919
1190	0.1166239235	0.2438284542
1191	0.1165918838	0.2437467872
1192	0.1165744395	0.2436832568
1193	0.1165405732	0.2436258613
1194	0.1165301134	0.2435922221
1195	0.1165298048	0.2435915542
1196	0.1165130708	0.2435389313
1197	0.116490606	0.243510815
1198	0.1164745606	0.2434624812
1199	0.1164439107	0.2434380236
1200	0.1163979349	0.2433674765
1201	0.1163786322	0.2433272616
1202	0.1163555575	0.2432851751
1203	0.1163297125	0.2431981533
1204	0.1163002277	0.243117737
1205	0.1162847889	0.2431004647
1206	0.1162730603	0.2430745775
1207	0.1162715242	0.2430723046
1208	0.1162539453	0.243013984
1209	0.1162535826	0.2430134131
1210	0.1162429285	0.2429880281
1211	0.116235874	0.2429580695
1212	0.1162143018	0.2428832351
1213	0.1161770575	0.2428296518
1214	0.116175562	0.2428274507
1215	0.1161586306	0.2427635556
1216	0.1161155891	0.2426616417
1217	0.1161016508	0.2426087535
1218	0.1160928136	0.2425760184
1219	0.1160737195	0.2425305549
1220	0.116053424	0.2424946058
1221	0.1160057777	0.2423926805
1222	0.1159920913	0.2423555694
1223	0.1159807107	0.2423282557
1224	0.1159698642	0.2423025539
1225	0.115956554	0.2422627872
1226	0.1159442702	0.2422208343
1227	0.1159439888	0.2422203341
1228	0.1159436603	0.2422198508
1229	0.1159031009	0.2421559596
1230	0.115855336	0.2420382219
1231	0.115805932	0.2419590059
1232	0.1157941056	0.2419318263
1233	0.1157748903	0.2418902908
1234	0.1157630559	0.2418670566
1235	0.1157499492	0.2418399259
1236	0.1157198053	0.2417756713
1237	0.1157021403	0.2417135154
1238	0.1156987645	0.241707318
1239	0.1156798	0.2416662325
1240	0.1156794771	0.2416657527
1241	0.1156688062	0.2416437725
1242	0.1156335053	0.2415745258
1243	0.1156089836	0.2415262949
1244	0.1155928378	0.2414792454
1245	0.1155801796	0.2414278714
1246	0.1155596787	0.2413959683
1247	0.1155379924	0.241325781
1248	0.1155187874	0.2412759146
1249	0.1155184703	0.2412754367
1250	0.1155061661	0.2412258543
1251	0.1154469292	0.2411362328
1252	0.1154313584	0.2411018414
1253	0.1154065569	0.2410347699
1254	0.1153935382	0.2409931874
1255	0.1153771186	0.2409417686
1256	0.1153768556	0.2409412834
1257	0.1153686366	0.2409090092
1258	0.1153564662	0.2408742149
1259	0.1153561898	0.2408737844
1260	0.1153181773	0.2408309853
1261	0.1153179389	0.2408305479
1262	0.1153176367	0.2408300433
1263	0.1152824412	0.2407534302
1264	0.1152805349	0.2407487788
1265	0.1152277417	0.2406116024
1266	0.1152274472	0.240611138
1267	0.1152271285	0.2406106894
1268	0.1151806872	0.2405479291
1269	0.1151392845	0.2404876637
1270	0.1151280141	0.2404634132
1271	0.1151180366	0.2404392684
1272	0.1150794447	0.2403448296
1273	0.1150686951	0.2403139429
1274	0.1150266887	0.2402493909
1275	0.1150136844	0.2402024743
1276	0.1149982584	0.2401607646
1277	0.1149914486	0.2401253335
1278	0.1149741873	0.2400695194
1279	0.1149537724	0.2400204973
1280	0.114921728	0.2399385898
1281	0.114887435	0.2398503139
1282	0.1148780738	0.2398287499
1283	0.1148777064	0.2398283002
1284	0.1148341488	0.2397557252
1285	0.1148338599	0.2397552849
1286	0.1148122697	0.2396928583
1287	0.1147679609	0.23961132
1288	0.1147644219	0.2396019283
1289	0.1147328431	0.2395781129
1290	0.1147069729	0.2395119376
1291	0.1146880627	0.2394389442
1292	0.1146824677	0.2394169305
1293	0.1146610685	0.2393552396
1294	0.1146523798	0.2393181846
1295	0.1146348746	0.2392615853
1296	0.1146345695	0.2392611473
1297	0.1146164234	0.2392378234
1298	0.1145923577	0.2391761294
1299	0.1145672533	0.2391063859
1300	0.1145362838	0.2390393101
1301	0.1145326921	0.2390294595
1302	0.1145135671	0.2389826677
1303	0.1145099456	0.238969536
1304	0.1145094511	0.2389688319
1305	0.1144876634	0.2389177413
1306	0.1144541469	0.2388379411
1307	0.1144408011	0.2387951669
1308	0.1144183318	0.2387436166
1309	0.1143752602	0.2386624096
1310	0.1143749575	0.2386619772
1311	0.1143624354	0.2386109744
1312	0.1143408862	0.2385610106
1313	0.1142969133	0.238522986
1314	0.1142745993	0.2384447457
1315	0.1142533603	0.2383781363
1316	0.1142443286	0.2383420203
1317	0.1142246969	0.238294541
1318	0.1142011361	0.2382161571
1319	0.1142007901	0.2382157109
1320	0.1141796167	0.2381598715
1321	0.1141724211	0.238137644
1322	0.1141475604	0.2380944381
1323	0.1141232483	0.2380067366
1324	0.1140946745	0.237958987
1325	0.1140943837	0.2379585589
1326	0.114092117	0.2379536
1327	0.1140891406	0.2379445847
1328	0.1140886501	0.2379438993
1329	0.1140665261	0.2378978869
1330	0.1140489092	0.2378475769
1331	0.1140456973	0.2378349769
1332	0.1140111981	0.237750821
1333	0.114010711	0.2377501473
1334	0.1139899068	0.2377103288
1335	0.1139367015	0.2376193712
1336	0.1139059258	0.2375372295
1337	0.1138784349	0.237474897
1338	0.1138553486	0.2374185451
1339	0.1138550615	0.2374181346
1340	0.1138382619	0.2373781648
1341	0.1138208515	0.2373242606
1342	0.1137745982	0.2372527726
1343	0.1137530705	0.2372186412
1344	0.113750432	0.2372098184
1345	0.1137228827	0.2371606068
1346	0.1137225825	0.2371601348
1347	0.1137049838	0.2371015619
1348	0.113700986	0.2370882393
1349	0.1136590027	0.2370274011
1350	0.1136540997	0.2370089148
1351	0.1136310925	0.2369538318
1352	0.1136243469	0.2369184825
1353	0.1135945105	0.2368807117
1354	0.1135768414	0.2368335529
1355	0.1135298387	0.236754285
1356	0.1135146573	0.2366980107
1357	0.1135097027	0.2366745987
1358	0.1134897612	0.2366074402
1359	0.1134187278	0.2365396908
1360	0.1133811262	0.2364634261
1361	0.1133471449	0.2364041828
1362	0.1133466714	0.2364035335
1363	0.1133422791	0.2363764357
1364	0.1133375334	0.2363680969
1365	0.113332017	0.2363515691
1366	0.1133132329	0.2363204682
1367	0.1133116753	0.2363156896
1368	0.1133115048	0.2363152972
1369	0.1133100101	0.2363106304
1370	0.1133054559	0.2363008264
1371	0.1133043193	0.2362962578
1372	0.1133028817	0.236292306
1373	0.1132463726	0.2361696431
1374	0.1132311033	0.2361219286
1375	0.1132237216	0.236089825
1376	0.1131763064	0.235962913
1377	0.1131733205	0.2359536445
1378	0.1131469062	0.2358933264
1379	0.1131411668	0.235874783
1380	0.1131127583	0.2358298652
1381	0.1130987696	0.2357842755
1382	0.1130785898	0.2357342956
1383	0.1130617557	0.2357036527
1384	0.1130205657	0.2355987811
1385	0.1130175774	0.2355897044
1386	0.112997352	0.2355339954
1387	0.1129634072	0.2354794792
1388	0.1129591059	0.2354700989
1389	0.1129497418	0.2354458429
1390	0.1129494757	0.2354454535
1391	0.1129490633	0.2354449186
1392	0.1129465374	0.2354359604
1393	0.1129260844	0.2353830228
1394	0.1128942934	0.2353211515
1395	0.1128621793	0.2352516914
1396	0.1128172211	0.2351831483
1397	0.1127998969	0.2351387914
1398	0.1127691469	0.2350790496
1399	0.1127523006	0.2350375239
1400	0.1127123063	0.2349774005
1401	0.1127102912	0.2349690517
1402	0.1126980808	0.2349341704
1403	0.112661095	0.2348628235
1404	0.1126583035	0.2348510974
1405	0.1126269631	0.2347873099
1406	0.1126266756	0.2347869248
1407	0.1126263952	0.2347865506
1408	0.1126080977	0.2347399216
1409	0.1125956295	0.2347026369
1410	0.1125596263	0.2346561607
1411	0.1125509394	0.2346200271
1412	0.1124893926	0.23457386
1413	0.1124892164	0.2345734898
1414	0.1124549935	0.2345012535
1415	0.1124335337	0.2344488866
1416	0.1124102058	0.2343855293
1417	0.1123924308	0.2343319133
1418	0.1123749273	0.2342868339
1419	0.112370136	0.2342713168
1420	0.112369838	0.2342709576
1421	0.1123675852	0.2342622517
1422	0.1123434111	0.23419609
1423	0.112343088	0.2341957014
1424	0.112324896	0.2341522245
1425	0.1123226196	0.2341469349
1426	0.1122936175	0.2340753187
1427	0.1122933237	0.23407497
1428	0.1122422777	0.2340303746
1429	0.1122324625	0.233992112
1430	0.1122158213	0.2339442196
1431	0.1122154282	0.2339437263
1432	0.1121747494	0.2338739672
1433	0.1121289586	0.2338333924
1434	0.1121280176	0.233827641
1435	0.1121258855	0.2338191153
1436	0.1121101109	0.2337683422
1437	0.1120846643	0.2337392688
1438	0.1120479354	0.233674387
1439	0.1120234592	0.233628045
1440	0.1119655774	0.2335786725
1441	0.1119628922	0.2335713864
1442	0.1119357621	0.2335543503
1443	0.1119190965	0.2335026971
1444	0.1118988175	0.2334603014
1445	0.1118794773	0.2334133884
1446	0.1118449089	0.2333462391
1447	0.1118189139	0.2332871496
1448	0.1117912299	0.2332291565
1449	0.111790426	0.2332235095
1450	0.111754959	0.2331397585
1451	0.1117347714	0.2330933788
1452	0.1117050419	0.2330220331
1453	0.111691132	0.2329813886
1454	0.1116672112	0.2329495246
1455	0.1116565044	0.2329321296
1456	0.1116449058	0.232897347
1457	0.1116446821	0.2328969917
1458	0.1116290281	0.2328567585
1459	0.1116288028	0.2328564075
1460	0.1116285311	0.2328560549
1461	0.11162666	0.2328477052
1462	0.1116137631	0.2328035692
1463	0.1116134846	0.2328032412
1464	0.1115980306	0.2327626681
1465	0.1115627398	0.2326882999
1466	0.111531764	0.2326279263
1467	0.1115308964	0.2326245713
1468	0.1115040891	0.2325603395
1469	0.1115012773	0.2325459482
1470	0.1114674674	0.2325091291
1471	0.1114519461	0.2324726913
1472	0.1114516334	0.2324722888
1473	0.1114312901	0.2324078503
1474	0.111418125	0.2323591459
1475	0.1114121109	0.2323391005
1476	0.1113976181	0.2323045596
1477	0.1113451206	0.2322300821
1478	0.1113146614	0.2321733691
1479	0.1113144108	0.2321730489
1480	0.1113049178	0.2321504277
1481	0.1113028632	0.2321414558
1482	0.1112802337	0.2320886403
1483	0.1112670347	0.2320519798
1484	0.1112350884	0.2320143366
1485	0.1111944776	0.231960787
1486	0.1111910199	0.2319515315
1487	0.1111459136	0.2318843718
1488	0.1111161788	0.2318166281
1489	0.1110958233	0.2317710556
1490	0.1110857952	0.2317444381
1491	0.1110457763	0.2316639141
1492	0.1110369713	0.2316426431
1493	0.1109995908	0.231592804
1494	0.1109979838	0.2315890049
1495	0.1109699738	0.2315110308
1496	0.1109650784	0.2314903136
1497	0.1109637351	0.231484544
1498	0.110963467	0.231484213
1499	0.1109614916	0.2314761935
1500	0.1109514651	0.2314321865
1501	0.1109398106	0.2313842618
1502	0.1109092637	0.2313416426
1503	0.1109073864	0.2313337461
1504	0.110901153	0.2313038589
1505	0.1108858663	0.2312823341
1506	0.1108636954	0.2312326359
1507	0.110851509	0.231189937
1508	0.1108340373	0.2311429764
1509	0.1108096792	0.231093453
1510	0.1107624212	0.2310367709
1511	0.1107146497	0.2309698038
1512	0.1107090882	0.2309348206
1513	0.1107084184	0.2309344463
1514	0.1106678655	0.2308514063
1515	0.1106675789	0.2308510868
1516	0.1106672819	0.2308507466
1517	0.1106647885	0.2308399544
1518	0.1106645248	0.2308396268
1519	0.1106425907	0.2307943718
1520	0.1106382374	0.2307796228
1521	0.1106369693	0.2307755168
1522	0.1106202228	0.2307336311
1523	0.1106198891	0.2307332625
1524	0.1106165094	0.2307099276
1525	0.1106021901	0.2306921788
1526	0.1106018721	0.2306918154
1527	0.1106016287	0.23069151
1528	0.1105676809	0.2306152687
1529	0.110567329	0.2306148546
1530	0.1105414165	0.2305536191
1531	0.1105235978	0.230504535
1532	0.1105050476	0.2304484612
1533	0.1104875703	0.2304020024
1534	0.1104669412	0.2303434135
1535	0.1104532005	0.2303216699
1536	0.1104239406	0.2302796296
1537	0.1104084235	0.2302239718
1538	0.1103826511	0.2301905942
1539	0.1103647002	0.2301438838
1540	0.1103541152	0.2301120012
1541	0.1103527343	0.230106426
1542	0.1103416062	0.2300781242
1543	0.110305005	0.2300271938
1544	0.1102893552	0.2299773089
1545	0.11028913	0.2299769839
1546	0.1102421939	0.229890272
1547	0.1102151772	0.2298256169
1548	0.110203616	0.2297844621
1549	0.110152478	0.2297167861
1550	0.1101508547	0.2297091989
1551	0.110138537	0.2296877156
1552	0.1101237197	0.2296466591
1553	0.1101123884	0.2296259217
1554	0.1101111985	0.2296181512
1555	0.1100754749	0.2295201279
1556	0.1100637675	0.2295108522
1557	0.1100491987	0.229472878
1558	0.110036714	0.2294347056
1559	0.1100091606	0.229384824
1560	0.1100026727	0.2293522606
1561	0.1100024315	0.2293519607
1562	0.109992895	0.2293413785
1563	0.1099780353	0.2293113951
1564	0.1099577781	0.2292757146
1565	0.1099376451	0.229227002
1566	0.1099242296	0.2291907048
1567	0.1099239033	0.2291902802
1568	0.1099234584	0.2291885427
1569	0.1098876689	0.2291381946
1570	0.1098719574	0.2290985982
1571	0.1098463999	0.2290347386
1572	0.1098439377	0.2290324441
1573	0.1097912884	0.2289297026
1574	0.1097631667	0.2288704254
1575	0.1097538512	0.2288405172
1576	0.1097275133	0.2288032633
1577	0.1097074365	0.2287735845
1578	0.1096832095	0.2287254193
1579	0.1096821973	0.2287205228
1580	0.1096812065	0.2287151933
1581	0.1096575105	0.2286731591
1582	0.1096336947	0.2286100204
1583	0.1096239548	0.228589527
1584	0.1096233182	0.2285836281
1585	0.1095770503	0.2285435357
1586	0.1095516056	0.2284833078
1587	0.1095502526	0.228477849
1588	0.1095038095	0.2284531335
1589	0.1094849262	0.2284143203
1590	0.1094793626	0.2283980379
1591	0.1094582379	0.2283578168
1592	0.1094410079	0.2283148353
1593	0.1094396876	0.2283094266
1594	0.1094148224	0.22826553
1595	0.1094048051	0.2282242546
1596	0.1094025722	0.2282220824
1597	0.1094022667	0.2282217573
1598	0.1093756559	0.2281746671
1599	0.109364637	0.2281477064
1600	0.109332699	0.2280664121
1601	0.109327172	0.2280554714
1602	0.1093213279	0.2280281505
1603	0.1093123578	0.2279992927
1604	0.1092731763	0.2279365466
1605	0.1092720478	0.2279307856
1606	0.1092716229	0.2279301788
1607	0.1092558515	0.227882997
1608	0.1092364915	0.2278422618
1609	0.1092097176	0.227777844
1610	0.1091997564	0.2277413807
1611	0.1091812881	0.2277093408
1612	0.1091768783	0.2276912971
1613	0.1091678022	0.2276814713
1614	0.1091272875	0.2276422043
1615	0.1091239329	0.2276323369
1616	0.1091238119	0.2276265787
1617	0.1091134551	0.2276007096
1618	0.1091130791	0.2276002385
1619	0.109073151	0.2275427374
1620	0.1090727342	0.227542145
1621	0.1090698842	0.2275323285
1622	0.1090686773	0.2275293795
1623	0.109049954	0.2274771936
1624	0.1090432353	0.2274527013
1625	0.1090165994	0.2273920185
1626	0.1090144472	0.2273844988
1627	0.1089819264	0.2273286983
1628	0.1089616165	0.2272748602
1629	0.1089411866	0.2272541487
1630	0.108939462	0.2272500034
1631	0.1089073441	0.2271803286
1632	0.1088959453	0.2271503456
1633	0.1088694871	0.2270678786
1634	0.1088321859	0.2269719112
1635	0.108810698	0.2269521942
1636	0.1087683509	0.2268932077
1637	0.1087670006	0.2268868446
1638	0.1087604096	0.2268664478
1639	0.1087487969	0.2268420904
1640	0.1087075875	0.2267826598
1641	0.1087052315	0.2267778414
1642	0.1087019179	0.2267636042
1643	0.1086913028	0.2267314761
1644	0.1086765514	0.2266995566
1645	0.1086617081	0.2266822248
1646	0.1086351403	0.2266350559
1647	0.1086192029	0.2265958959
1648	0.1086174331	0.2265886493
1649	0.1086070575	0.2265730971
1650	0.1086052702	0.2265659886
1651	0.1086044427	0.2265629034
1652	0.1085927062	0.2265209298
1653	0.1085650992	0.2264609758
1654	0.108564692	0.2264604004
1655	0.108545855	0.2264065514
1656	0.1085288249	0.2263565513
1657	0.1085263906	0.2263489619
1658	0.1085216677	0.2263307801
1659	0.1085160941	0.2263154072
1660	0.1085021273	0.2262691443
1661	0.1084670105	0.2261778603
1662	0.1084549084	0.2261418268
1663	0.1084443414	0.2261131037
1664	0.1084347387	0.226074872
1665	0.1084230975	0.2260378643
1666	0.1084006465	0.22598303
1667	0.1083984553	0.2259758891
1668	0.1083870186	0.225942604
1669	0.1083512178	0.225885642
1670	0.108341592	0.2258579795
1671	0.1083266296	0.2258084156
1672	0.108311607	0.2257845892
1673	0.10830728	0.2257755752
1674	0.1082965665	0.2257468363
1675	0.1082841557	0.2257031695
1676	0.1082595902	0.2256432345
1677	0.1082563954	0.2256371993
1678	0.1082338895	0.2255796187
1679	0.1082139687	0.2255359134
1680	0.1082009368	0.2255031643
1681	0.1081764595	0.2254728636
1682	0.1081531801	0.2254374377
1683	0.108142456	0.2254038558
1684	0.1081141522	0.2253444347
1685	0.1081090419	0.225329837
1686	0.1080758394	0.225283637
1687	0.1080607009	0.2252416782
1688	0.1080390228	0.2251975059
1689	0.1080147851	0.225117296
1690	0.1079932962	0.2250657447
1691	0.1079739984	0.2250152983
1692	0.1079618959	0.2249762988
1693	0.1079522961	0.2249499457
1694	0.1079338489	0.2248971935
1695	0.1079231133	0.2248768386
1696	0.1078851547	0.224820304
1697	0.1078275933	0.2247644441
1698	0.107805488	0.2247059486
1699	0.1077828962	0.2246684427
1700	0.1077710228	0.2246294708
1701	0.1077626351	0.2246079417
1702	0.1077585448	0.2245896911
1703	0.1077537617	0.2245757658
1704	0.107722019	0.2245292793
1705	0.1076856902	0.2244715072
1706	0.1076800794	0.2244454872
1707	0.1076708204	0.224419466
1708	0.1076654038	0.2244049835
1709	0.1076647891	0.2243961173
1710	0.1076630721	0.2243893065
1711	0.1076544675	0.2243609106
1712	0.1076508063	0.2243464136
1713	0.1076420412	0.2243201676
1714	0.1076285601	0.2242784808
1715	0.1075853189	0.2241985932
1716	0.1075645041	0.2241311911
1717	0.1075539489	0.2240963519
1718	0.1075148517	0.2240297016
1719	0.1075049665	0.2239991912
