iter	MAE	RMSE
1720	0.1074951193	0.2239655703
1721	0.1074859301	0.2239438628
1722	0.1074754753	0.2239189205
1723	0.1074685646	0.2238854804
1724	0.1074589248	0.223850725
1725	0.1074478261	0.2238307758
1726	0.1074338288	0.2237974444
1727	0.1074256686	0.2237727826
1728	0.1073993026	0.2237280592
1729	0.1073855608	0.223708573
1730	0.1073811717	0.2236953104
1731	0.1073710725	0.2236492912
1732	0.1073568981	0.2236082526
1733	0.1073554152	0.2236016838
1734	0.107353938	0.2235952336
1735	0.1073535911	0.2235924576
1736	0.1073179353	0.223528617
1737	0.1072725464	0.2234325247
1738	0.1072685275	0.2234186565
1739	0.1072536259	0.2233787378
1740	0.1072346705	0.2233531054
1741	0.1072322893	0.2233486964
1742	0.1072140664	0.2233196702
1743	0.1071933086	0.2232613497
1744	0.1071804312	0.2232264791
1745	0.1071596208	0.223162518
1746	0.1071399982	0.223100799
1747	0.1071347579	0.2230826782
1748	0.1071344413	0.223079973
1749	0.1071312731	0.2230670399
1750	0.1071228609	0.2230400577
1751	0.1070939276	0.2229756436
1752	0.1070786049	0.2229396641
1753	0.1070703538	0.2229154499
1754	0.1070616359	0.2228821959
1755	0.1070550048	0.2228566583
1756	0.1070472081	0.2228299444
1757	0.1070345737	0.2227966585
1758	0.1070259699	0.222767839
1759	0.1070200805	0.2227467778
1760	0.106999056	0.2227242192
1761	0.1069717069	0.2226621215
1762	0.106943257	0.2226065856
1763	0.1069321364	0.2225869299
1764	0.1069197535	0.2225453068
1765	0.1068977798	0.2224820962
1766	0.1068537913	0.2223878681
1767	0.1068524543	0.2223815767
1768	0.106830235	0.2223220677
1769	0.1068083036	0.222247454
1770	0.1067993648	0.2222250851
1771	0.1067754967	0.222168271
1772	0.1067582496	0.2221274723
1773	0.1067474914	0.2221000323
1774	0.1067382614	0.2220708427
1775	0.1067351883	0.2220619902
1776	0.1067174354	0.2219954038
1777	0.1067040969	0.2219599657
1778	0.1066843424	0.2218948929
1779	0.1066767302	0.2218716864
1780	0.1066614267	0.2218207054
1781	0.1066517558	0.2217807039
1782	0.1066332903	0.2217318703
1783	0.1066248215	0.2217102708
1784	0.1066241341	0.221707479
1785	0.1065942976	0.2216503748
1786	0.1065930481	0.2216441951
1787	0.1065651822	0.221591773
1788	0.1065442559	0.2215444721
1789	0.1065249468	0.2214675651
1790	0.1065013525	0.2213962364
1791	0.1064933657	0.2213834229
1792	0.1064673063	0.2213309966
1793	0.1064551753	0.2213009469
1794	0.1064469434	0.2212778596
1795	0.1064314404	0.2212323966
1796	0.1064258993	0.2212107716
1797	0.1064178882	0.2211918985
1798	0.1063988028	0.2211366356
1799	0.1063810082	0.221085452
