iter	Passed	Remaining
1663	139884	11432
1664	139961	11348
1665	140033	11263
1666	140110	11178
1667	140189	11094
1668	140271	11009
1669	140360	10926
1670	140435	10841
1671	140526	10757
1672	140604	10673
1673	140691	10589
1674	140770	10505
1675	140849	10420
1676	140926	10336
1677	141003	10251
1678	141093	10168
1679	141172	10083
1680	141251	9999
1681	141331	9915
1682	141411	9830
1683	141497	9746
1684	141592	9663
1685	141714	9582
1686	141821	9499
1687	141941	9417
1688	142027	9333
1689	142108	9249
1690	142194	9165
1691	142273	9081
1692	142357	8997
1693	142434	8912
1694	142511	8828
1695	142588	8743
1696	142666	8659
1697	142741	8574
1698	142818	8490
1699	142901	8405
1700	142978	8321
1701	143056	8237
1702	143134	8152
1703	143206	8067
1704	143284	7983
1705	143358	7899
1706	143437	7814
1707	143513	7730
1708	143587	7645
1709	143659	7561
1710	143736	7476
1711	143811	7392
1712	143887	7307
1713	143966	7223
1714	144042	7139
1715	144119	7054
1716	144205	6970
1717	144281	6886
1718	144357	6802
1719	144433	6717
1720	144510	6633
1721	144588	6549
1722	144664	6464
1723	144740	6380
1724	144817	6296
1725	144896	6212
1726	144974	6128
1727	145051	6043
1728	145129	5959
1729	145206	5875
1730	145283	5791
1731	145362	5707
1732	145443	5623
1733	145519	5538
1734	145622	5455
1735	145699	5371
1736	145776	5287
1737	145854	5203
1738	145932	5118
1739	146009	5034
1740	146086	4950
1741	146160	4866
1742	146237	4782
1743	146312	4698
1744	146390	4614
1745	146485	4530
1746	146553	4446
1747	146626	4361
1748	146701	4277
1749	146779	4193
1750	146851	4109
1751	146928	4025
1752	147003	3941
1753	147079	3857
1754	147154	3773
1755	147229	3689
1756	147304	3605
1757	147380	3521
1758	147456	3437
1759	147534	3353
1760	147613	3269
1761	147689	3185
1762	147765	3101
1763	147841	3017
1764	147918	2933
1765	147996	2849
1766	148076	2765
1767	148151	2681
1768	148230	2597
1769	148306	2513
1770	148379	2429
1771	148457	2345
1772	148534	2261
1773	148612	2178
1774	148690	2094
1775	148765	2010
1776	148842	1926
1777	148917	1842
1778	148991	1758
1779	149067	1674
1780	149145	1591
1781	149223	1507
1782	149300	1423
1783	149373	1339
1784	149450	1255
1785	149530	1172
1786	149607	1088
1787	149686	1004
1788	149763	920
1789	149857	837
1790	149942	753
1791	150018	669
1792	150092	585
1793	150169	502
1794	150251	418
1795	150327	334
1796	150402	251
1797	150479	167
1798	150554	83
1799	150636	0
